divipola,annee,valeur,moran_local,p_simule,classe,municipio,departamento
52250,2008,5.450737943954032,2.2559568080747945,0.002,Haut-Haut,El Charco,Nariño
52254,2008,4.113875033679225,0.1502436175798815,0.388,Non significatif,El Peñol,Nariño
52256,2008,4.948999516518203,2.8379095678914097,0.001,Haut-Haut,El Rosario,Nariño
52258,2008,4.328257721774887,-0.23695168944772468,0.34,Non significatif,El Tablón de Gómez,Nariño
52260,2008,3.1969393640363015,0.08985978253708511,0.344,Non significatif,El Tambo,Nariño
52287,2008,2.679895812261294,-0.04698823414944848,0.24,Non significatif,Funes,Nariño
52317,2008,0.9028527113791605,0.7829921658010222,0.04,Bas-Bas,Guachucal,Nariño
52320,2008,1.89606816313497,0.20028602605660886,0.106,Non significatif,Guaitarilla,Nariño
52323,2008,0.0,1.748137787471693,0.01,Bas-Bas,Gualmatán,Nariño
52352,2008,0.5017601873977663,1.5836133661368228,0.003,Bas-Bas,Iles,Nariño
52354,2008,0.265366924907262,1.5923302700506674,0.01,Bas-Bas,Imués,Nariño
52356,2008,2.496208415171538,0.003191895366397268,0.425,Non significatif,Ipiales,Nariño
52378,2008,2.9706742248344242,0.033162276309954615,0.421,Non significatif,La Cruz,Nariño
52381,2008,3.004712012315648,-0.11703354398164814,0.232,Non significatif,La Florida,Nariño
52385,2008,4.9065147260557,2.7321980493234364,0.001,Haut-Haut,La Llanada,Nariño
52390,2008,4.232481726659219,1.517825963281364,0.002,Haut-Haut,La Tola,Nariño
52399,2008,2.0289522419884904,-0.06721721629861077,0.295,Non significatif,La Unión,Nariño
52405,2008,5.561672871324465,3.603255869042149,0.001,Haut-Haut,Leiva,Nariño
52411,2008,3.688808463350854,0.30085686039485976,0.221,Non significatif,Linares,Nariño
52418,2008,4.8781801452182805,3.4181275318408932,0.001,Haut-Haut,Los Andes,Nariño
52427,2008,4.374676670069846,2.2210911385477727,0.001,Haut-Haut,Magüí,Nariño
52435,2008,4.249081344024568,-0.05979445524823175,0.454,Non significatif,Mallama,Nariño
52473,2008,3.4570965306579646,0.980003665994229,0.001,Haut-Haut,Mosquera,Nariño
52480,2008,1.950089082232076,0.05874584473671291,0.346,Non significatif,Nariño,Nariño
52490,2008,5.320287582733107,2.326335555442413,0.002,Haut-Haut,Olaya Herrera,Nariño
52506,2008,0.0,1.7687371571666068,0.009,Bas-Bas,Ospina,Nariño
52520,2008,3.9420705767348476,1.4509902057101591,0.001,Haut-Haut,Francisco Pizarro,Nariño
52540,2008,6.8888568231629685,3.993160344093134,0.001,Haut-Haut,Policarpa,Nariño
52560,2008,2.2641566268059172,-0.01448534912517514,0.395,Non significatif,Potosí,Nariño
52565,2008,2.207338929100327,-0.00529819385245016,0.465,Non significatif,Providencia,Nariño
52573,2008,2.4656471555701116,-0.0006766734339831826,0.454,Non significatif,Puerres,Nariño
52585,2008,1.3195380967239754,0.618997665898871,0.028,Bas-Bas,Pupiales,Nariño
52612,2008,3.960593989513421,0.6797676014672073,0.071,Non significatif,Ricaurte,Nariño
52621,2008,6.0700391834753935,3.4337874780797555,0.001,Haut-Haut,Roberto Payán,Nariño
52678,2008,5.667501296313119,2.239989509700821,0.008,Haut-Haut,Samaniego,Nariño
52683,2008,2.0914273286787686,-0.022182211276334497,0.419,Non significatif,Sandoná,Nariño
52685,2008,2.522265365573898,0.007033987681531463,0.383,Non significatif,San Bernardo,Nariño
52687,2008,2.8997069337745156,-0.1833549601319103,0.083,Non significatif,San Lorenzo,Nariño
52693,2008,3.0723336524162117,0.19802299091420236,0.151,Non significatif,San Pablo,Nariño
52694,2008,0.7932668377793751,0.041584362031446165,0.46,Non significatif,San Pedro de Cartago,Nariño
52696,2008,4.0300300912454405,1.4317317689367082,0.001,Haut-Haut,Santa Bárbara,Nariño
52699,2008,4.7112420784057525,0.7110805312337095,0.154,Non significatif,Santacruz,Nariño
52720,2008,1.1253392093997148,0.8884586919133092,0.01,Bas-Bas,Sapuyes,Nariño
52786,2008,2.521781748986336,0.0058699383962653885,0.407,Non significatif,Taminango,Nariño
52788,2008,1.3849280074160846,0.5872878776990252,0.03,Bas-Bas,Tangua,Nariño
52835,2008,4.530284726414704,2.007690879444787,0.001,Haut-Haut,San Andrés de Tumaco,Nariño
52838,2008,1.1293835572375142,0.7514914423963863,0.029,Bas-Bas,Túquerres,Nariño
52885,2008,0.18083104406935122,1.3488957018088865,0.021,Bas-Bas,Yacuanquer,Nariño
54001,2008,1.2044701062904486,0.2980504379714929,0.198,Non significatif,San José de Cúcuta,Norte de Santander
54003,2008,3.5796484624931004,0.42235635948358125,0.109,Non significatif,Ábrego,Norte de Santander
54051,2008,2.804129966791221,-0.013906640178682962,0.437,Non significatif,Arboledas,Norte de Santander
54099,2008,0.951561878541639,0.7358169715115612,0.048,Bas-Bas,Bochalema,Norte de Santander
54109,2008,3.711883983912889,0.37499713972964277,0.166,Non significatif,Bucarasica,Norte de Santander
54125,2008,1.2837956627431926,0.9941676441934323,0.003,Bas-Bas,Cácota,Norte de Santander
54128,2008,2.8288339800409057,0.1003149420837558,0.197,Non significatif,Cáchira,Norte de Santander
54172,2008,1.3531633508605851,0.7904478451447231,0.01,Bas-Bas,Chinácota,Norte de Santander
54174,2008,1.4623055875717004,0.3355630276128365,0.116,Non significatif,Chitagá,Norte de Santander
54206,2008,3.897110568359003,1.2097578787507133,0.002,Haut-Haut,Convención,Norte de Santander
54223,2008,2.752259736156336,-0.18963930186932454,0.017,Atypique,Cucutilla,Norte de Santander
54239,2008,2.3232867836459183,0.078415546203245,0.013,Bas-Bas,Durania,Norte de Santander
54245,2008,4.519984536706458,1.4029180647730322,0.009,Haut-Haut,El Carmen,Norte de Santander
54250,2008,3.9748719838546296,1.2996293189901582,0.002,Haut-Haut,El Tarra,Norte de Santander
54261,2008,1.8627193352477265,0.18519445061307457,0.128,Non significatif,El Zulia,Norte de Santander
54313,2008,2.395320168660053,0.007534798156346665,0.301,Non significatif,Gramalote,Norte de Santander
54344,2008,4.653792802240647,1.3440233521689018,0.014,Haut-Haut,Hacarí,Norte de Santander
54347,2008,0.0,1.5487616633019026,0.015,Bas-Bas,Herrán,Norte de Santander
54377,2008,0.9063629065647962,0.8947489022185044,0.026,Bas-Bas,Labateca,Norte de Santander
54385,2008,3.7081876627332067,0.3573019690544879,0.179,Non significatif,La Esperanza,Norte de Santander
54398,2008,4.3401714618582785,1.1643399085682504,0.014,Haut-Haut,La Playa,Norte de Santander
54405,2008,0.816267960455312,0.64312836681466,0.089,Non significatif,Los Patios,Norte de Santander
54418,2008,3.4259428370856617,-0.0493777367274004,0.423,Non significatif,Lourdes,Norte de Santander
54480,2008,0.2135654309375284,1.552722591712673,0.01,Bas-Bas,Mutiscua,Norte de Santander
54498,2008,2.6430419965362737,0.0655419781978278,0.137,Non significatif,Ocaña,Norte de Santander
54518,2008,0.5335553367560939,1.0683341538526077,0.03,Bas-Bas,Pamplona,Norte de Santander
54520,2008,0.4847398658315156,1.1039931553478446,0.03,Bas-Bas,Pamplonita,Norte de Santander
54553,2008,2.258243007849017,0.061249225550161955,0.122,Non significatif,Puerto Santander,Norte de Santander
54599,2008,1.4415742661202156,0.689277775827417,0.011,Bas-Bas,Ragonvalia,Norte de Santander
54660,2008,3.048732344609423,-0.06533206474459825,0.358,Non significatif,Salazar,Norte de Santander
54670,2008,5.684854462060596,1.7283344749522451,0.024,Haut-Haut,San Calixto,Norte de Santander
54673,2008,1.4445304393722207,0.48217353900556936,0.049,Bas-Bas,San Cayetano,Norte de Santander
54680,2008,0.0,-0.08701352841501028,0.458,Non significatif,Santiago,Norte de Santander
54720,2008,3.8247454357847617,0.30992287831244597,0.232,Non significatif,Sardinata,Norte de Santander
54743,2008,0.0,0.9256184093985848,0.101,Non significatif,Silos,Norte de Santander
54800,2008,4.225236707898017,1.4539642090429477,0.002,Haut-Haut,Teorama,Norte de Santander
54810,2008,3.742331711872047,1.127912393719728,0.002,Haut-Haut,Tibú,Norte de Santander
54820,2008,2.0939599100624564,0.18109647890171485,0.039,Bas-Bas,Toledo,Norte de Santander
54871,2008,2.4717084389220925,0.009354111688434624,0.13,Non significatif,Villa Caro,Norte de Santander
54874,2008,1.0084895400993437,0.5906269663250271,0.085,Non significatif,Villa del Rosario,Norte de Santander
63001,2008,0.7640849080562381,0.29648377924073466,0.273,Non significatif,Armenia,Quindio
63111,2008,2.003985011590246,-0.06425667375571036,0.314,Non significatif,Buenavista,Quindio
63130,2008,2.113634356509088,0.07411549359581407,0.221,Non significatif,Calarcá,Quindio
63190,2008,1.3160687772399433,0.39154466597798526,0.12,Non significatif,Circasia,Quindio
63212,2008,3.8633432079866448,0.13454700224300284,0.378,Non significatif,Córdoba,Quindio
63272,2008,1.414107020367111,0.45425244547512494,0.071,Non significatif,Filandia,Quindio
63302,2008,4.140747680591913,0.6173864928865388,0.111,Non significatif,Génova,Quindio
63401,2008,1.63111750447152,0.2431076852154098,0.141,Non significatif,La Tebaida,Quindio
63470,2008,1.2186863024174504,0.3232956447259203,0.172,Non significatif,Montenegro,Quindio
63548,2008,4.314269368791069,0.3049739610393175,0.295,Non significatif,Pijao,Quindio
63594,2008,1.7546098840502657,0.34624824177952646,0.045,Bas-Bas,Quimbaya,Quindio
63690,2008,2.0887173273605155,0.06411738267881471,0.267,Non significatif,Salento,Quindio
66001,2008,0.9485493595087713,0.6697141121810991,0.07,Non significatif,Pereira,Risaralda
66045,2008,2.7234459397048103,0.04641525335252298,0.294,Non significatif,Apía,Risaralda
66075,2008,2.9826438574422625,0.07847972745269223,0.321,Non significatif,Balboa,Risaralda
66088,2008,2.918131288522511,0.02229402405039715,0.441,Non significatif,Belén de Umbría,Risaralda
66170,2008,0.8420500807450966,0.7303845205912283,0.066,Non significatif,Dosquebradas,Risaralda
66318,2008,3.260245643594453,0.21417027640474393,0.196,Non significatif,Guática,Risaralda
66383,2008,3.417387308198444,0.2213279063008861,0.229,Non significatif,La Celia,Risaralda
66400,2008,1.3278625928612566,0.1398547365428165,0.339,Non significatif,La Virginia,Risaralda
66440,2008,1.6837804786649118,0.317273656652567,0.08,Non significatif,Marsella,Risaralda
66456,2008,3.784659893150335,0.3769041231506173,0.178,Non significatif,Mistrató,Risaralda
66572,2008,4.272535033123826,0.7678422705907383,0.081,Non significatif,Pueblo Rico,Risaralda
66594,2008,3.418860851767329,0.045598045426183335,0.443,Non significatif,Quinchía,Risaralda
66682,2008,1.1133762026823064,0.7182799306301307,0.035,Bas-Bas,Santa Rosa de Cabal,Risaralda
66687,2008,3.35285577233043,0.21164511220751395,0.221,Non significatif,Santuario,Risaralda
68001,2008,0.865575319237539,0.5203845880244193,0.13,Non significatif,Bucaramanga,Santander
68013,2008,1.856259302592566,0.02971667906374772,0.425,Non significatif,Aguada,Santander
68020,2008,2.4666919999922925,-0.006553224714927429,0.154,Non significatif,Albania,Santander
68051,2008,0.0,1.6419935412929034,0.013,Bas-Bas,Aratoca,Santander
68077,2008,0.7783922015519563,0.8751363586473493,0.036,Bas-Bas,Barbosa,Santander
68079,2008,0.0,1.6743587343138493,0.012,Bas-Bas,Barichara,Santander
68081,2008,2.8073667716307567,0.217516172514485,0.015,Haut-Haut,Barrancabermeja,Santander
68092,2008,2.1352975502758347,0.06991699457390126,0.223,Non significatif,Betulia,Santander
68101,2008,3.9690745800616964,0.9673235111186925,0.013,Haut-Haut,Bolívar,Santander
68121,2008,0.0,1.8802323780521113,0.005,Bas-Bas,Cabrera,Santander
68132,2008,0.0,0.24555191520225725,0.368,Non significatif,California,Santander
68147,2008,1.9759224946892888,0.2522423898100698,0.035,Bas-Bas,Capitanejo,Santander
68152,2008,2.524327724303223,-0.05146730978123859,0.016,Atypique,Carcasí,Santander
68160,2008,1.409122195902213,0.5659280174036999,0.034,Bas-Bas,Cepitá,Santander
68162,2008,1.3583793653112546,0.23655352593388848,0.233,Non significatif,Cerrito,Santander
68167,2008,1.5674974429629895,0.45903687438387686,0.037,Bas-Bas,Charalá,Santander
68169,2008,2.185952721977483,0.07753600198497505,0.152,Non significatif,Charta,Santander
68176,2008,3.601409858169991,-0.6084194156370978,0.037,Atypique,Chima,Santander
68179,2008,1.2122123185210352,0.4605432178184034,0.113,Non significatif,Chipatá,Santander
68190,2008,3.7690457091213565,0.8831088271500819,0.01,Haut-Haut,Cimitarra,Santander
68207,2008,2.555077637750337,-0.01752912048296004,0.31,Non significatif,Concepción,Santander
68209,2008,0.0,2.200130574540347,0.001,Bas-Bas,Confines,Santander
68211,2008,2.4043038317141745,-0.0031149596078670475,0.403,Non significatif,Contratación,Santander
68217,2008,2.639676181754229,-0.08867670490126268,0.071,Non significatif,Coromoro,Santander
68229,2008,0.35824001204209266,1.4329287663604813,0.01,Bas-Bas,Curití,Santander
68235,2008,3.1238549161209948,0.14993808810096332,0.233,Non significatif,El Carmen de Chucuri,Santander
68245,2008,2.426026023684773,0.0017600224242819375,0.37,Non significatif,El Guacamayo,Santander
68250,2008,4.441031254657687,0.565255136782229,0.181,Non significatif,El Peñón,Santander
68255,2008,3.033266920817269,0.202548201408788,0.127,Non significatif,El Playón,Santander
68264,2008,1.935728640113165,0.2690377392336696,0.037,Bas-Bas,Encino,Santander
68266,2008,1.762622891390123,0.15140234715144962,0.229,Non significatif,Enciso,Santander
68271,2008,3.7002378029353937,-0.14757920105044722,0.351,Non significatif,Florián,Santander
68276,2008,0.6595504756667651,0.7683985694852736,0.079,Non significatif,Floridablanca,Santander
68296,2008,1.9275591500273794,0.46457704827487006,0.001,Bas-Bas,Galán,Santander
68298,2008,3.0838725797420605,-0.39127755664258285,0.018,Atypique,Gámbita,Santander
68307,2008,1.1975386187768473,0.4397826781882774,0.12,Non significatif,Girón,Santander
68318,2008,2.1229267443628936,0.11984429479523888,0.111,Non significatif,Guaca,Santander
68320,2008,1.206580086356474,0.5285907284709248,0.08,Non significatif,Guadalupe,Santander
68322,2008,0.0,1.390523549973823,0.03,Bas-Bas,Guapotá,Santander
68324,2008,1.8253335777806055,0.31467175436467004,0.046,Bas-Bas,Guavatá,Santander
68327,2008,1.2716776850224814,0.44423233718828753,0.107,Non significatif,Güepsa,Santander
68344,2008,1.6338021683265562,0.6490972954949701,0.004,Bas-Bas,Hato,Santander
68368,2008,1.1713231613019426,0.26244425761148,0.248,Non significatif,Jesús María,Santander
68370,2008,1.8229645136857875,0.5877356216361065,0.001,Bas-Bas,Jordán,Santander
68377,2008,3.8355911295633223,0.6798545548134477,0.046,Haut-Haut,La Belleza,Santander
68385,2008,4.336358241677886,0.5785705388510877,0.161,Non significatif,Landázuri,Santander
68397,2008,2.9061875262346275,-0.09178925482300604,0.254,Non significatif,La Paz,Santander
68406,2008,2.429555082186322,0.004390541058712877,0.148,Non significatif,Lebrija,Santander
68418,2008,0.7255297317260021,1.1410822868710127,0.01,Bas-Bas,Los Santos,Santander
68425,2008,0.0,1.2487032977617125,0.043,Bas-Bas,Macaravita,Santander
68432,2008,1.6792239698663565,0.08160919247496018,0.357,Non significatif,Málaga,Santander
68444,2008,3.735880377790256,-0.4685865880978402,0.121,Non significatif,Matanza,Santander
68464,2008,1.9049064532298472,0.26391886151902183,0.052,Non significatif,Mogotes,Santander
68468,2008,1.7682406165778848,0.08311054264146209,0.344,Non significatif,Molagavita,Santander
68498,2008,0.7638565802038233,1.1648755522387928,0.007,Bas-Bas,Ocamonte,Santander
68500,2008,0.7182272239029457,1.144259323362313,0.01,Bas-Bas,Oiba,Santander
68502,2008,2.160617137539441,0.1964067636792279,0.007,Bas-Bas,Onzaga,Santander
68522,2008,0.0,1.8802323780521113,0.004,Bas-Bas,Palmar,Santander
68524,2008,0.0,2.3588328565961905,0.001,Bas-Bas,Palmas del Socorro,Santander
68533,2008,0.0,1.7223483702241515,0.005,Bas-Bas,Páramo,Santander
68547,2008,0.6064955632750212,0.6602875595693221,0.123,Non significatif,Piedecuesta,Santander
68549,2008,0.6697697783953813,1.404759559661428,0.004,Bas-Bas,Pinchote,Santander
68572,2008,1.8007934225835063,0.4144704879128811,0.013,Bas-Bas,Puente Nacional,Santander
68573,2008,3.9280076918042885,1.0091473966730813,0.01,Haut-Haut,Puerto Parra,Santander
68575,2008,3.5953714985843472,0.7915201957117997,0.009,Haut-Haut,Puerto Wilches,Santander
68615,2008,3.298597906127156,0.20721425880180058,0.216,Non significatif,Rionegro,Santander
68655,2008,3.0705140014399697,0.20491833401146314,0.141,Non significatif,Sabana de Torres,Santander
68669,2008,1.8360164648984387,0.11357146569241636,0.267,Non significatif,San Andrés,Santander
68673,2008,2.6809899465042726,-0.09657782850036085,0.089,Non significatif,San Benito,Santander
68679,2008,0.4095545277404488,1.653553789092932,0.004,Bas-Bas,San Gil,Santander
68682,2008,2.2925912165469153,0.05055658642931885,0.133,Non significatif,San Joaquín,Santander
68684,2008,3.041559016905572,-0.2120594647131452,0.124,Non significatif,San José de Miranda,Santander
68686,2008,0.38360426034120104,0.5230689698940425,0.2,Non significatif,San Miguel,Santander
68689,2008,3.082288885942331,0.10520792984291098,0.297,Non significatif,San Vicente de Chucurí,Santander
68705,2008,2.6158288645036127,-0.07496903718814855,0.078,Non significatif,Santa Bárbara,Santander
68720,2008,4.056376058668734,0.15137584473163038,0.393,Non significatif,Santa Helena del Opón,Santander
68745,2008,4.112338836560598,0.5114299259684673,0.158,Non significatif,Simacota,Santander
68755,2008,0.8656072140254044,1.5495978858149553,0.001,Bas-Bas,Socorro,Santander
68770,2008,1.6450913169650725,0.26314698294058453,0.134,Non significatif,Suaita,Santander
68773,2008,3.932747448252523,0.6200489176040214,0.081,Non significatif,Sucre,Santander
68780,2008,2.6892036939279067,-0.014900816975484617,0.411,Non significatif,Suratá,Santander
68820,2008,1.8680319703232597,0.30816054322793623,0.038,Bas-Bas,Tona,Santander
68855,2008,1.6298636984741803,0.6580922574974173,0.004,Bas-Bas,Valle de San José,Santander
68861,2008,1.985234455710526,-0.020196236042326027,0.451,Non significatif,Vélez,Santander
68867,2008,2.212525726158145,0.15634390937322706,0.009,Bas-Bas,Vetas,Santander
68872,2008,0.0,1.924097777907326,0.004,Bas-Bas,Villanueva,Santander
68895,2008,1.9783084076767277,0.3311763911985458,0.005,Bas-Bas,Zapatoca,Santander
70001,2008,1.2260735314734543,0.05519804919220954,0.427,Non significatif,Sincelejo,Sucre
70110,2008,2.913206805684887,0.10185818592783498,0.239,Non significatif,Buenavista,Sucre
70124,2008,1.315312842180127,-0.0025907734303535455,0.497,Non significatif,Caimito,Sucre
70204,2008,4.4222255696934925,0.9195304275578455,0.055,Non significatif,Colosó,Sucre
70215,2008,1.6280055878956345,-0.1844967913416594,0.232,Non significatif,Corozal,Sucre
70221,2008,1.2330650112169381,0.49077770883532074,0.089,Non significatif,Coveñas,Sucre
70230,2008,4.247658561858923,1.339515178695809,0.005,Haut-Haut,Chalán,Sucre
70233,2008,4.013854177521921,0.12462010480175761,0.4,Non significatif,El Roble,Sucre
70235,2008,3.5758810154384726,0.18530734004277732,0.302,Non significatif,Galeras,Sucre
70265,2008,3.1337026712610503,0.22700428507583315,0.134,Non significatif,Guaranda,Sucre
70400,2008,1.437827842737195,0.19451747580120526,0.256,Non significatif,La Unión,Sucre
70418,2008,3.9828857002009714,1.061220949390982,0.01,Haut-Haut,Los Palmitos,Sucre
70429,2008,2.38484550956667,-0.02520874304532119,0.075,Non significatif,Majagual,Sucre
70473,2008,3.6006960506758494,0.6177853245400838,0.026,Haut-Haut,Morroa,Sucre
70508,2008,4.672641997241018,1.5108374985464992,0.011,Haut-Haut,Ovejas,Sucre
70523,2008,2.538635931837901,-0.057253835768811046,0.02,Atypique,Palmito,Sucre
70670,2008,0.9085930754919258,0.7546823042226614,0.055,Non significatif,Sampués,Sucre
70678,2008,3.7716355381218407,0.18861417155448107,0.337,Non significatif,San Benito Abad,Sucre
70702,2008,4.593862411803632,-0.061545941155369384,0.455,Non significatif,San Juan de Betulia,Sucre
70708,2008,1.9731350162833587,0.09607050444225744,0.253,Non significatif,San Marcos,Sucre
70713,2008,3.376854117286987,0.43676476128625663,0.055,Non significatif,San Onofre,Sucre
70717,2008,3.0398927574012005,0.2539603766348325,0.074,Non significatif,San Pedro,Sucre
70742,2008,1.7621238205451635,-0.204684875312126,0.162,Non significatif,San Luis de Sincé,Sucre
70771,2008,3.546929385373876,0.3379301612371396,0.153,Non significatif,Sucre,Sucre
70820,2008,0.8898159183273541,-0.594210125230186,0.094,Non significatif,Santiago de Tolú,Sucre
70823,2008,4.2750903309878145,0.3374541252474836,0.281,Non significatif,San José de Toluviejo,Sucre
73001,2008,2.2106775535312497,-0.21463959379822395,0.001,Atypique,Ibagué,Tolima
73024,2008,3.549053058385351,0.9243289764339797,0.002,Haut-Haut,Alpujarra,Tolima
73026,2008,3.762160779610496,0.10765000554284809,0.398,Non significatif,Alvarado,Tolima
73030,2008,3.7856641386533973,0.6005801083435602,0.066,Non significatif,Ambalema,Tolima
73043,2008,5.151302418158829,1.8784539654431085,0.01,Haut-Haut,Anzoátegui,Tolima
73055,2008,3.2530654782296016,0.36224936812975395,0.067,Non significatif,Armero,Tolima
73067,2008,4.723205342460044,1.790228991930333,0.002,Haut-Haut,Ataco,Tolima
73124,2008,4.137889938094027,0.7444907789530265,0.072,Non significatif,Cajamarca,Tolima
73148,2008,1.3512325255756257,0.18927871331679214,0.29,Non significatif,Carmen de Apicalá,Tolima
73152,2008,4.467274341953394,1.848696252951467,0.001,Haut-Haut,Casabianca,Tolima
73168,2008,4.817879635300636,2.536125927404765,0.001,Haut-Haut,Chaparral,Tolima
73200,2008,2.581212383559041,-0.08870594256838596,0.01,Atypique,Coello,Tolima
73217,2008,4.290653091834413,1.0645091329128495,0.017,Haut-Haut,Coyaima,Tolima
73226,2008,4.588546778093648,0.22982037432049182,0.373,Non significatif,Cunday,Tolima
73236,2008,4.391108714661863,1.610122252991739,0.002,Haut-Haut,Dolores,Tolima
73268,2008,1.3221345713744026,0.22404291210903735,0.26,Non significatif,Espinal,Tolima
73270,2008,3.8576097209443185,0.3088705097073075,0.244,Non significatif,Falan,Tolima
73275,2008,1.1678284422800427,0.6103254067875662,0.057,Non significatif,Flandes,Tolima
73283,2008,3.237025845290021,0.29536092917902773,0.098,Non significatif,Fresno,Tolima
73319,2008,2.6874356191437423,-0.02858286497359395,0.354,Non significatif,Guamo,Tolima
73347,2008,4.294862993396162,1.1605552173025124,0.016,Haut-Haut,Herveo,Tolima
73349,2008,2.0629330448622194,-0.0939113539467974,0.222,Non significatif,Honda,Tolima
73352,2008,4.056146529095249,-0.05169286475932168,0.46,Non significatif,Icononzo,Tolima
73408,2008,3.9154970770015463,0.9007774715185302,0.016,Haut-Haut,Lérida,Tolima
73411,2008,4.605570702530408,1.8898308360284026,0.001,Haut-Haut,Líbano,Tolima
73443,2008,2.373207008808228,-0.025391070877959523,0.11,Non significatif,San Sebastián de Mariquita,Tolima
73449,2008,1.020891807595049,0.20326554540957384,0.321,Non significatif,Melgar,Tolima
73461,2008,5.165640827504423,2.861697988109397,0.001,Haut-Haut,Murillo,Tolima
73483,2008,4.3898479826861365,1.2586270813989349,0.014,Haut-Haut,Natagaima,Tolima
73504,2008,4.24472624025903,1.0730663728446863,0.017,Haut-Haut,Ortega,Tolima
73520,2008,3.8624595544176996,0.8144760460478965,0.018,Haut-Haut,Palocabildo,Tolima
73547,2008,1.530486332538538,0.4092210125979365,0.071,Non significatif,Piedras,Tolima
73555,2008,5.327317499950177,1.568445122739561,0.023,Haut-Haut,Planadas,Tolima
73563,2008,4.568552194053934,1.3055957819086619,0.016,Haut-Haut,Prado,Tolima
73585,2008,3.1251187893044348,0.2535822551052267,0.099,Non significatif,Purificación,Tolima
73616,2008,5.504731401463842,2.11033805422843,0.009,Haut-Haut,Rioblanco,Tolima
73622,2008,5.068583939613088,2.3097263063968363,0.001,Haut-Haut,Roncesvalles,Tolima
73624,2008,5.008170779317028,1.3563898197018016,0.028,Haut-Haut,Rovira,Tolima
73671,2008,2.6704779312467943,0.11658248379550482,0.031,Haut-Haut,Saldaña,Tolima
73675,2008,5.242978503374788,2.6322945716908395,0.001,Haut-Haut,San Antonio,Tolima
73678,2008,3.596753111503798,0.28385363404074154,0.215,Non significatif,San Luis,Tolima
73686,2008,5.324751521010203,2.817310218013646,0.001,Haut-Haut,Santa Isabel,Tolima
73770,2008,2.081867836210642,0.033903676947112944,0.376,Non significatif,Suárez,Tolima
73854,2008,3.4266453677553037,0.38772926896982035,0.083,Non significatif,Valle de San Juan,Tolima
73861,2008,3.9164524451196128,0.883957994383064,0.018,Haut-Haut,Venadillo,Tolima
73870,2008,5.036857531464389,2.243514999489801,0.002,Haut-Haut,Villahermosa,Tolima
73873,2008,4.9692617592038815,1.2157754622426207,0.049,Haut-Haut,Villarrica,Tolima
76001,2008,0.5975162126227622,0.9900940709944751,0.038,Bas-Bas,Cali,Valle del Cauca
76020,2008,2.066424638555916,0.18740916288221157,0.054,Non significatif,Alcalá,Valle del Cauca
76036,2008,1.6786596350532736,-0.24533407295815965,0.132,Non significatif,Andalucía,Valle del Cauca
76041,2008,2.6415136733751376,0.02523442983623842,0.338,Non significatif,Ansermanuevo,Valle del Cauca
76054,2008,3.0350869903321676,0.13127496812756617,0.234,Non significatif,Argelia,Valle del Cauca
76100,2008,3.7511202373508357,0.7444246848584509,0.021,Haut-Haut,Bolívar,Valle del Cauca
76109,2008,4.623625642204457,-0.6292291483154415,0.178,Non significatif,Buenaventura,Valle del Cauca
76111,2008,1.8420719564468702,0.10061453074629925,0.303,Non significatif,Guadalajara de Buga,Valle del Cauca
76113,2008,3.2300207410850414,-0.023496346655014835,0.463,Non significatif,Bugalagrande,Valle del Cauca
76122,2008,2.0151093119601677,-0.10815643014550784,0.203,Non significatif,Caicedonia,Valle del Cauca
76126,2008,2.4335447756679307,0.0007953101429371493,0.395,Non significatif,Calima,Valle del Cauca
76130,2008,0.6657534955818416,0.8091233332942859,0.067,Non significatif,Candelaria,Valle del Cauca
76147,2008,1.2422638971408189,0.26001580884049474,0.254,Non significatif,Cartago,Valle del Cauca
76233,2008,3.1607879878013834,-0.34439345612906197,0.057,Non significatif,Dagua,Valle del Cauca
76243,2008,3.4321290183517665,0.12631082149125675,0.341,Non significatif,El Águila,Valle del Cauca
76246,2008,3.828689306300503,0.6794633649924636,0.046,Haut-Haut,El Cairo,Valle del Cauca
76248,2008,1.330785019955235,0.27513880376152855,0.221,Non significatif,El Cerrito,Valle del Cauca
76250,2008,4.873232743812705,0.4367302117416528,0.275,Non significatif,El Dovio,Valle del Cauca
76275,2008,2.8659782650723558,-0.055365796505547536,0.327,Non significatif,Florida,Valle del Cauca
76306,2008,1.7370080505778869,0.1858952316333036,0.204,Non significatif,Ginebra,Valle del Cauca
76318,2008,1.9771900931779847,0.171508837333305,0.114,Non significatif,Guacarí,Valle del Cauca
76364,2008,1.9740831253247357,0.2317473397431256,0.055,Non significatif,Jamundí,Valle del Cauca
76377,2008,1.9803015310659648,0.10376788970484915,0.245,Non significatif,La Cumbre,Valle del Cauca
76400,2008,1.9964078659499251,-0.05040580093744151,0.357,Non significatif,La Unión,Valle del Cauca
76403,2008,2.698523176216484,-0.06975262067490769,0.196,Non significatif,La Victoria,Valle del Cauca
76497,2008,2.2666978650330805,0.03428107273428272,0.268,Non significatif,Obando,Valle del Cauca
76520,2008,1.1609615386364118,0.4268908172079806,0.138,Non significatif,Palmira,Valle del Cauca
76563,2008,2.5941034442571427,-0.03979040665266442,0.203,Non significatif,Pradera,Valle del Cauca
76606,2008,2.3184776294025347,0.04440730281118571,0.125,Non significatif,Restrepo,Valle del Cauca
76616,2008,4.022376373898855,0.20404193105738594,0.337,Non significatif,Riofrío,Valle del Cauca
76622,2008,2.2151716002084814,-0.049953420434257816,0.234,Non significatif,Roldanillo,Valle del Cauca
